smartphone_brand,target_title,target_url,target_price,target_star_text,quantity_bought_mouth,quantity_bought_mouth_level,target_price_price,target_price_unit,target_star_text_average,target_star_text_max
Total by Verizon,"總計由 Verizon Samsung Galaxy A03s,32GB,黑色 - 預付智慧手機 (鎖定)",https://www.amazon.com/-/zh_TW/Verizon-Samsung-Galaxy-A03s-32GB/dp/B0BBY6DHJ8/ref=sr_1_15?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759782&refinements=p_89%3ATotal+by+Verizon%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-15,,4.0 顆星，最高 5 顆星,,0,,,4.0,5.0
Total by Verizon,"Verizon BLU View 2,32GB,黑色 - 預付智慧型手機(鎖定)",https://www.amazon.com/-/zh_TW/Verizon-BLU-View-32GB-%E9%BB%91%E8%89%B2/dp/B0BBXPDQ7N/ref=sr_1_16?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759782&refinements=p_89%3ATotal+by+Verizon%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-16,,4.0 顆星，最高 5 顆星,,0,,,4.0,5.0
Total by Verizon,"Verizon BLU View 3,32GB,藍色 - 預付費智慧型手機(鎖定)",https://www.amazon.com/-/zh_TW/Verizon-BLU-View-32GB-%E8%97%8D%E8%89%B2/dp/B0BBYCKJZ6/ref=sr_1_17?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759782&refinements=p_89%3ATotal+by+Verizon%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-17,,3.9 顆星，最高 5 顆星,,0,,,3.9,5.0
Total by Verizon,"Verizon Motorola Moto g Stylus Total (2020),128GB,灰色 - 預付智慧型手機(鎖定)",https://www.amazon.com/-/zh_TW/Verizon-Motorola-Stylus-Total-128GB/dp/B0BJ6FYQ47/ref=sr_1_18?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759782&refinements=p_89%3ATotal+by+Verizon%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-18,,4.0 顆星，最高 5 顆星,,0,,,4.0,5.0
OnePlus,OnePlus Nord N30 5G | 解鎖雙卡 Android 智慧型手機 | 7.7 吋 LCD 顯示器 | 8 +128GB | 5000 mAh 電池 | 50W 快速充電 | 108MP 相機 | 彩色灰色,https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-128GB-108MP/dp/B0C22BRGLG/ref=sr_1_1?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-1,US$249.99,4.3 顆星，最高 5 顆星,過去一個月有1000個以上顧客購買,1000,249.99,US,4.3,5.0
OnePlus,"OnePlus Nord N100 Midnight Frost 解鎖智慧型手機,4GB+64GB,美國版,型號 BE2011",https://www.amazon.com/-/zh_TW/OnePlus-Midnight-Frost-%E8%A7%A3%E9%8E%96%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-BE2011/dp/B07XM8GDWC/ref=sr_1_2?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-2,US$107.72,4.1 顆星，最高 5 顆星,過去一個月有100個以上顧客購買,100,107.72,US,4.1,5.0
OnePlus,OnePlus 11 5G | 16GB RAM+256GB | 雙卡 | 泰坦黑色 | 美國工廠解鎖 Android 智慧型手機 | 5000 mAh 電池 | 80W 快速充電 | 哈蘇相機 | 120Hz 液體顯示器 | 4nm 處理器,https://www.amazon.com/-/zh_TW/OnePlus-256GB-%E7%BE%8E%E5%9C%8B%E5%B7%A5%E5%BB%A0%E8%A7%A3%E9%8E%96-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0BNWPSCGB/ref=sr_1_3?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-3,,4.4 顆星，最高 5 顆星,,0,,,4.4,5.0
OnePlus,"OnePlus Open,16GB RAM+512GB,雙SIM卡,Voyager 黑色,美國工廠解鎖 Android 智能手機,4805 mAh 電池,67W 快速充電,哈蘇相機,120Hz 流體顯示",https://www.amazon.com/-/zh_TW/OnePlus-512GB-Voyager-%E7%BE%8E%E5%9C%8B%E5%B7%A5%E5%BB%A0%E8%A7%A3%E9%8E%96-Android/dp/B0CHN7M531/ref=sr_1_4?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-4,"US$1,499.99",3.9 顆星，最高 5 顆星,過去一個月有200個以上顧客購買,200,,US,3.9,5.0
OnePlus,OnePlus Nord N20 5G | Android 智慧型手機 | 6.5 吋 AMOLED 顯示器 | 6+128GB | 美國解鎖 | 4500 mAh 電池 | 33W 快速充電 | 藍煙,https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-AMOLED-128GB/dp/B0B14LBNL6/ref=sr_1_5?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-5,US$239.79,4.2 顆星，最高 5 顆星,,0,239.79,US,4.2,5.0
OnePlus,ONEPLUS Nord N20 SE 128GB | 4GB RAM 原廠解鎖 | 雙SIM卡 (僅限 GSM | 無CDMA) - 不相容於 Verizon/Sprint/Boost/Cricket - (翡翠波),https://www.amazon.com/-/zh_TW/ONEPLUS-Nord-128GB-%E9%9B%99SIM%E5%8D%A1-%E7%84%A1CDMA/dp/B0BY3LSV1J/ref=sr_1_6?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-6,US$187.29,3.5 顆星，最高 5 顆星,,0,187.29,US,3.5,5.0
OnePlus,OnePlus 10 Pro | 5G Android 智慧型手機 | 8GB+128GB | 美國解鎖 | 三重相機與 Hasselblad 共同開發 | 火山黑,https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-128GB-Hasselblad/dp/B09S8BV4D9/ref=sr_1_7?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-7,US$418.54,4.3 顆星，最高 5 顆星,過去一個月有100個以上顧客購買,100,418.54,US,4.3,5.0
OnePlus,"OnePlus 10T | 月光石黑色 | 5G 解鎖 Android 智慧型手機美國版 | 8GB RAM+128GB 存儲空間 | 120Hz 液體 AMOLED 顯示器 | 三重相機 50+8+2MP,16MP | 125w SuperVOOC 充電(CPH2417)",https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F%E7%BE%8E%E5%9C%8B%E7%89%88-SuperVOOC-CPH2417/dp/B0B831NMPG/ref=sr_1_8?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-8,US$379.00,4.5 顆星，最高 5 顆星,過去一個月有50個以上顧客購買,50,379.0,US,4.5,5.0
OnePlus,ONEPLUS Nord CE 3 Lite 5G 雙卡 128GB ROM + 8GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 5G 智慧型手機(星石灰) - 國際版,https://www.amazon.com/-/zh_TW/ONEPLUS-Nord-CE-Lite-128GB/dp/B0BWYTHXCG/ref=sr_1_9?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-9,US$254.50,4.6 顆星，最高 5 顆星,,0,254.5,US,4.6,5.0
OnePlus,"OnePlus Nord N200 | 5G 解鎖 Android 智慧型手機 美國版 | 6.5 吋 Full HD + LCD 螢幕 | 90Hz 平滑顯示 | 大型 5000mAh 電池 | 快速充電 | 64GB 儲存空間 | 三部攝影機,藍色數量 嗯",https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-5000mAh-%E4%B8%89%E9%83%A8%E6%94%9D%E5%BD%B1%E6%A9%9F/dp/B07XWGWPH5/ref=sr_1_10?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-10,US$159.99,4.1 顆星，最高 5 顆星,,0,159.99,US,4.1,5.0
OnePlus,"OnePlus Nord N20 SE Unlocked Smartphones, MediaTek Helio G35, 5000mAh Battery 33W SUPERVOOC, 50MP Camera, 4GB RAM 128GB ROM, Black (EU Version)",https://www.amazon.com/-/zh_TW/dp/B0CKYTR1MF/ref=sr_1_11?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-11,US$159.00,4.2 顆星，最高 5 顆星,,0,159.0,US,4.2,5.0
OnePlus,"OnePlus Nord N10 5G 解鎖智慧型手機,午夜冰,90Hz 刷新率,6GB RAM + 128GB 儲存空間,美國版,型號 BE2026",https://www.amazon.com/-/zh_TW/OnePlus-Nord-%E8%A7%A3%E9%8E%96%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F-128GB-BE2026/dp/B08R7D4KZJ/ref=sr_1_12?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-12,US$218.72,4.1 顆星，最高 5 顆星,,0,218.72,US,4.1,5.0
OnePlus,ONEPLUS Nord CE 3 Lite 5G 雙卡 128GB ROM + 8GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 5G 智慧型手機(彩色灰色) - 國際版,https://www.amazon.com/-/zh_TW/ONEPLUS-Nord-CE-Lite-128GB/dp/B0BWYVX9LY/ref=sr_1_13?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-13,US$259.50,4.3 顆星，最高 5 顆星,,0,259.5,US,4.3,5.0
OnePlus,ONEPLUS Ace Pro 10T PGP110 雙卡 512GB ROM + 16GB RAM (GSM 翡翠綠,https://www.amazon.com/-/zh_TW/ONEPLUS-Ace-Pro-10T-PGP110/dp/B0BCWJ4TTD/ref=sr_1_14?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-14,US$649.99,4.4 顆星，最高 5 顆星,,0,649.99,US,4.4,5.0
OnePlus,OnePlus Nord 3 雙 SIM 卡 256GB ROM + 16GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 5G 智慧型手機(霧綠色) - 國際版,https://www.amazon.com/-/zh_TW/OnePlus-Nord-256GB-16GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0C5F2L257/ref=sr_1_15?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-15,US$429.50,4.2 顆星，最高 5 顆星,,0,429.5,US,4.2,5.0
OnePlus,OnePlus Nord CE 3 Lite 5G Dual-SIM 256GB ROM + 8GB RAM (GSM only | No CDMA) Factory Unlocked 5G Smartphone (Pastel Lime) - International Version,https://www.amazon.com/-/zh_TW/dp/B0C14B5HMQ/ref=sr_1_16?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-16,US$264.50,5.0 顆星，最高 5 顆星,,0,264.5,US,5.0,5.0
OnePlus,OnePlus 8,https://www.amazon.com/-/zh_TW/IN2015-OnePlus-8/dp/B08723759H/ref=sr_1_17?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-17,,4.4 顆星，最高 5 顆星,,0,,,4.4,5.0
OnePlus,"Nord N20 SE 64GB 4GB RAM 原廠解鎖 (僅限 GSM | 沒有 CDMA - 與 Verizon/Sprint) 不相容,黑色",https://www.amazon.com/-/zh_TW/OnePlus-Nord-64GB-%E5%8E%9F%E5%BB%A0%E8%A7%A3%E9%8E%96-CDMA/dp/B0B9CH38WF/ref=sr_1_18?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-18,US$159.99,3.2 顆星，最高 5 顆星,,0,159.99,US,3.2,5.0
OnePlus,OnePlus Nord CE 3 Lite 5G Dual-SIM 256GB ROM + 8GB RAM (GSM only | No CDMA) Factory GSM Unlocked 5G Smartphone - International Version - Chromatic Gray,https://www.amazon.com/-/zh_TW/Smartphone/dp/B0C5HSL3J6/ref=sr_1_19?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-19,,,,0,,,,
OnePlus,"OnePlus 9 冬霧,5G 解鎖 Android 智慧型手機美國版,8GB RAM+128GB 儲存空間,120Hz 流體顯示器,Hasselblad 三重相機,65W 超快速充電,15W 無線充電,內建 Alexa",https://www.amazon.com/-/zh_TW/OnePlus-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F%E7%BE%8E%E5%9C%8B%E7%89%88-128GB-Hasselblad/dp/B08Y727NMK/ref=sr_1_20?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-20,US$519.98,4.2 顆星，最高 5 顆星,,0,519.98,US,4.2,5.0
OnePlus,"OnePlus 9 Pro Morning Mist,5G 解鎖 Android 智慧型手機美國版,12GB RAM+256GB 儲存空間,120Hz 流體顯示器,Hasselblad 四攝錄機,65W 超快速充電,50W 無線充電,內建 Alexa",https://www.amazon.com/-/zh_TW/OnePlus-Morning-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F%E7%BE%8E%E5%9C%8B%E7%89%88-Hasselblad/dp/B07XM7WVS8/ref=sr_1_21?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-21,US$498.94,4.1 顆星，最高 5 顆星,,0,498.94,US,4.1,5.0
OnePlus,OnePlus Nord N20 SE 64GB 4GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) Blue,https://www.amazon.com/-/zh_TW/CPH2469/dp/B0B7QZ1XF4/ref=sr_1_22?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-22,US$169.99,4.1 顆星，最高 5 顆星,,0,169.99,US,4.1,5.0
OnePlus,OnePlus Nord N20 SE 64GB 4GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) Blue,https://www.amazon.com/-/zh_TW/CPH2469/dp/B0B9CDLDKD/ref=sr_1_23?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-23,US$154.00,3.4 顆星，最高 5 顆星,,0,154.0,US,3.4,5.0
OnePlus,"ONEPLUS 7T HD1907、8GB RAM + 128GB 記憶體、GSM 4G LTE 原廠解鎖,適用於 AT&T T-Mobile、Single Sim、美國型號(冰川藍色)",https://www.amazon.com/-/zh_TW/ONEPLUS-HD1907%E3%80%818GB-%E8%A8%98%E6%86%B6%E9%AB%94%E3%80%81GSM-T-Mobile%E3%80%81Single-Sim%E3%80%81%E7%BE%8E%E5%9C%8B%E5%9E%8B%E8%99%9F/dp/B08F6PCFML/ref=sr_1_24?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759786&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-24,US$299.00,4.5 顆星，最高 5 顆星,,0,299.0,US,4.5,5.0
OnePlus,OnePlus 11 5G | 16GB RAM+256GB | 泰坦黑 | 美國原廠解鎖 Android 智慧型手機 | 5000 mAh 電池 & Buds Pro 2 - 黑曜石黑 - 發燒級音質與 Dynaudio 共同創造,https://www.amazon.com/-/zh_TW/OnePlus-256GB-%E7%BE%8E%E5%9C%8B%E5%8E%9F%E5%BB%A0%E8%A7%A3%E9%8E%96-Android-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0C2TXHGWT/ref=sr_1_49?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-49,,,,0,,,,
OnePlus,ONEPLUS Nord 5G AC2003 歐洲/英國型號 12GB+256GB Dual Sim 國際版 GSM - 大理石藍,https://www.amazon.com/-/zh_TW/ONEPLUS-Nord-AC2003-%E8%8B%B1%E5%9C%8B%E5%9E%8B%E8%99%9F-256GB/dp/B01LW1I27J/ref=sr_1_50?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-50,,4.4 顆星，最高 5 顆星,,0,,,4.4,5.0
OnePlus,OnePlus 10 Pro 5G 雙卡 256GB ROM + 12GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 5G 智慧型手機(翡翠森林) - 國際版,https://www.amazon.com/-/zh_TW/OnePlus-256GB-12GB-CDMA-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B09SGN4BZ3/ref=sr_1_51?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-51,,4.2 顆星，最高 5 顆星,,0,,,4.2,5.0
OnePlus,ONEPLUS 11 PBH110 雙卡 256GB ROM + 16GB RAM (GSM | CDMA) 原廠解鎖 5G 智慧型手機 (翡翠綠) - 國際版,https://www.amazon.com/-/zh_TW/ONEPLUS-PBH110-256GB-16GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0BQRT6CY1/ref=sr_1_52?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-52,,4.2 顆星，最高 5 顆星,,0,,,4.2,5.0
OnePlus,"OnePlus 3T 6GB-RAM 64GB-ROM A3000 Factory Unlocked Phone - 5.5"" Screen US Version - Soft Gold",https://www.amazon.com/-/zh_TW/A3000-Soft-Gold/dp/B01N212XWF/ref=sr_1_53?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-53,,4.0 顆星，最高 5 顆星,,0,,,4.0,5.0
OnePlus,OnePlus 10 Pro 5G 256GB 12GB RAM 原廠解鎖 (僅限 GSM | 無 CDMA - 與 Verizon/Sprint) 中國版 w/Google Play - 黑色,https://www.amazon.com/-/zh_TW/OnePlus-10-Pro-256GB-12GB/dp/B09SKXXC87/ref=sr_1_54?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-54,US$729.99,4.0 顆星，最高 5 顆星,,0,729.99,US,4.0,5.0
OnePlus,OnePlus Nord 5G AC2003 雙卡 128GB + 8GB RAM (GSM Only) 原廠解鎖 5G 智慧型手機(灰色 Onyx) - 國際版,https://www.amazon.com/-/zh_TW/OnePlus-Nord-AC2003-128GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B08BPGX4B2/ref=sr_1_55?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-55,,4.5 顆星，最高 5 顆星,,0,,,4.5,5.0
OnePlus,OnePlus 10T 5G Dual Sim 256GB ROM + 16GB RAM (僅限 GSM | 無 CDMA) 原廠解鎖 5G 智慧型手機(翡翠綠)- 國際版,https://www.amazon.com/-/zh_TW/OnePlus-Dual-256GB-16GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B0B3QGS46J/ref=sr_1_56?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-56,US$649.99,4.5 顆星，最高 5 顆星,,0,649.99,US,4.5,5.0
OnePlus,"OnePlus Nord N10 5G,全球/歐盟版本,6GB RAM,128GB 存儲,90Hz 刷新率 FHD+ 顯示器,GSM 解鎖(適用於 T-Mobile、AT&T、Metro 等),經濟實惠的 Android 智慧型手機,適合日常使用。",https://www.amazon.com/-/zh_TW/OnePlus-T-Mobile%E3%80%81AT-T%E3%80%81Metro-Android-%E9%81%A9%E5%90%88%E6%97%A5%E5%B8%B8%E4%BD%BF%E7%94%A8%E3%80%82/dp/B07XYKK71P/ref=sr_1_57?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-57,,4.1 顆星，最高 5 顆星,,0,,,4.1,5.0
OnePlus,OnePlus Nord CE 2 Lite 5G Dual SIM 128GB ROM + 8GB RAM (GSM only | No CDMA) Factory Unlocked 5G Smartphone (Black Dusk) - International Version,https://www.amazon.com/-/zh_TW/5011102002/dp/B09WVJMBVN/ref=sr_1_58?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-58,,4.5 顆星，最高 5 顆星,,0,,,4.5,5.0
OnePlus,OnePlus 9 5G Dual LE2110 128GB 8GB RAM 原廠解鎖 (僅限 GSM | 無 CDMA - 不相容於 Verizon/Sprint) 中國版 - 冬季噴霧(紫色),https://www.amazon.com/-/zh_TW/OnePlus-Dual-LE2110-128GB-%E5%8E%9F%E5%BB%A0%E8%A7%A3%E9%8E%96/dp/B09273C4R6/ref=sr_1_59?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-59,,4.4 顆星，最高 5 顆星,,0,,,4.4,5.0
OnePlus,OnePlus Nord 5G AC2003 雙 SIM 卡 128GB + 8GB RAM (G僅 SM) 無 CDMA) 原廠解鎖 5G 智慧型手機(藍大理石) - 國際版,https://www.amazon.com/-/zh_TW/OnePlus-Nord-AC2003-128GB-%E6%99%BA%E6%85%A7%E5%9E%8B%E6%89%8B%E6%A9%9F/dp/B08BPJRK8Z/ref=sr_1_60?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-60,,4.6 顆星，最高 5 顆星,,0,,,4.6,5.0
OnePlus,"OnePlus 8 5G (128GB, 8GB) 6.6 吋,5G / 4G Volte T-Mobile 解鎖(星際發光)",https://www.amazon.com/-/zh_TW/OnePlus-128GB-Volte-T-Mobile-%E6%98%9F%E9%9A%9B%E7%99%BC%E5%85%89/dp/B09B2YZM7H/ref=sr_1_61?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-61,,4.0 顆星，最高 5 顆星,,0,,,4.0,5.0
OnePlus,OnePlus 6T A6013 128GB 儲存空間 + 8GB 記憶體 T-Mobile 和 GSM + Verizon 解鎖 6.5 吋 AMOLED 顯示器 Android 9 - 鏡面黑色美國版,https://www.amazon.com/-/zh_TW/OnePlus-A6013-T-Mobile-Verizon-Android/dp/B07K76LBLZ/ref=sr_1_62?crid=2FI25L7UURJFL&keywords=%E6%89%8B%E6%A9%9F&qid=1707759790&refinements=p_89%3AOnePlus%2Cp_36%3A5000-&rnid=2528832011&s=wireless&sprefix=%2Caps%2C452&sr=1-62,,4.4 顆星，最高 5 顆星,,0,,,4.4,5.0
